Order_ID,Order_Date,Ship_Date,Ship_Mode,Order_Status,Customer_ID,Customer_Name,Customer_Segment,Region,State,City,Product_ID,Product_Name,Category,Sub_Category,Unit_Price,Quantity,Discount,Sales,Revenue,Profit,Payment_Method,,Profit_Margin_%
ORD-102754,04-04-2021,09-04-2021,Standard Class,Pending,CUST-3436,Daniel Brown,Corporate,North,Connecticut,New Haven,PRD-1201,Cleaning Item 2,Home & Kitchen,Cleaning,348.19,1,0,348.19,348.19,69.19,Bank Transfer,,0.198713346
ORD-102755,18-07-2024,23-07-2024,First Class,Pending,CUST-2571,Patricia Harris,Consumer,West,Washington,Seattle,PRD-1182,Cookware Item 83,Home & Kitchen,Cookware,80.5,1,0,80.5,80.5,36.08,Credit Card,,0.448198758
ORD-102756,04-04-2022,06-04-2022,Second Class,Pending,CUST-2294,Sandra Flores,Corporate,East,Wisconsin,Green Bay,PRD-1077,Sofas Item 78,Furniture,Sofas,423.75,1,0,423.75,423.75,103.45,Debit Card,,0.244129794
ORD-102757,11-01-2023,15-01-2023,Standard Class,Pending,CUST-2941,Richard Brown,Home Office,North,New Jersey,Jersey City,PRD-1003,Smartphones Item 4,Electronics,Smartphones,1221.97,4,0.1,4399.09,17596.36,850.93,Bank Transfer,,0.193433187
ORD-102758,19-04-2024,21-04-2024,Standard Class,Delivered,CUST-2688,Amanda Jackson,Small Business,East,Wisconsin,Green Bay,PRD-1189,Appliances Item 90,Home & Kitchen,Appliances,212.91,3,0.3,447.11,1341.33,57.08,Cash,,0.127664333
ORD-102759,01-01-2021,03-01-2021,First Class,Delivered,CUST-2219,Emily Davis,Consumer,North,Pennsylvania,Pittsburgh,PRD-1121,Fitness Equipment Item 22,Sports,Fitness Equipment,326.05,4,0.05,1238.99,4955.96,262.35,Bank Transfer,,0.21174505
ORD-102760,06-01-2022,10-01-2022,First Class,Cancelled,CUST-4740,Matthew Baker,Consumer,South,North Carolina,Raleigh,PRD-1137,Team Sports Item 38,Sports,Team Sports,497.59,1,0.15,422.95,422.95,125.25,Gift Card,,0.296134295
ORD-102761,21-05-2022,25-05-2022,Standard Class,Returned,CUST-2479,George Scott,Consumer,West,Oregon,Eugene,PRD-1071,Desks Item 72,Furniture,Desks,149.71,2,0.05,284.45,568.9,57.67,PayPal,,0.202742134
ORD-102762,04-01-2023,08-01-2023,Second Class,Delivered,CUST-3902,Richard Evans,Corporate,North,New York,Albany,PRD-1233,Fragrances Item 34,Beauty,Fragrances,131.7,1,0.05,125.11,125.11,22.63,Debit Card,,0.180880825
ORD-102763,28-10-2021,02-11-2021,Standard Class,Delivered,CUST-3127,Mark Jones,Home Office,East,Wisconsin,Milwaukee,PRD-1133,Team Sports Item 34,Sports,Team Sports,29.42,4,0.1,105.91,423.64,34.42,Bank Transfer,,0.324992919
ORD-102764,29-09-2022,02-10-2022,Second Class,Cancelled,CUST-4470,Susan Moore,Consumer,Central,Nebraska,Bellevue,PRD-1017,Tablets Item 18,Electronics,Tablets,792.54,2,0.15,1347.32,2694.64,551.4,Gift Card,,0.409256895
ORD-102765,27-07-2024,31-07-2024,Standard Class,Cancelled,CUST-3208,Mark Hill,Consumer,East,Michigan,Grand Rapids,PRD-1075,Sofas Item 76,Furniture,Sofas,1223.41,1,0,1223.41,1223.41,346.78,Debit Card,,0.283453626
ORD-102766,24-06-2021,27-06-2021,Second Class,Delivered,CUST-2665,Linda Hill,Consumer,West,Washington,Spokane,PRD-1211,Skincare Item 12,Beauty,Skincare,112.6,3,0,337.8,1013.4,63.49,Bank Transfer,,0.187951451
ORD-102767,04-06-2021,08-06-2021,First Class,Returned,CUST-4454,Linda Hill,Consumer,North,Connecticut,Bridgeport,PRD-1142,Cycling Item 43,Sports,Cycling,438.76,2,0.1,789.77,1579.54,277.17,Cash,,0.350950277
ORD-102768,19-12-2021,26-12-2021,Standard Class,Pending,CUST-1311,Amanda Wilson,Consumer,West,Arizona,Mesa,PRD-1068,Desks Item 69,Furniture,Desks,781.53,3,0.2,1875.67,5627.01,266.59,Cash,,0.142130545
ORD-102769,23-07-2023,25-07-2023,Same Day,Cancelled,CUST-4449,Mark Garcia,Corporate,Central,Minnesota,Saint Paul,PRD-1235,Personal Care Item 36,Beauty,Personal Care,53.43,2,0.1,96.17,192.34,14.54,PayPal,,0.1511906
ORD-102770,27-10-2023,29-10-2023,Same Day,Delivered,CUST-1106,George Jackson,Consumer,North,Pennsylvania,Pittsburgh,PRD-1104,Dairy Item 5,Food & Beverage,Dairy,17.62,10,0.05,167.39,1673.9,67.4,Credit Card,,0.402652488
ORD-102771,07-10-2022,11-10-2022,Standard Class,Pending,CUST-1760,Susan Jones,Corporate,Central,Nebraska,Omaha,PRD-1214,Skincare Item 15,Beauty,Skincare,145.35,2,0,290.7,581.4,72.33,Bank Transfer,,0.248813209
ORD-102772,25-05-2024,27-05-2024,First Class,Delivered,CUST-4565,Linda White,Consumer,West,Oregon,Salem,PRD-1115,Frozen Foods Item 16,Food & Beverage,Frozen Foods,13.2,5,0,66,330,13.15,Credit Card,,0.199242424
ORD-102773,17-05-2022,20-05-2022,Standard Class,Cancelled,CUST-4761,Susan Garcia,Consumer,South,Georgia,Savannah,PRD-1200,Cleaning Item 1,Home & Kitchen,Cleaning,310.01,2,0,620.02,1240.04,184.67,Gift Card,,0.297845231
ORD-102774,09-07-2023,12-07-2023,Standard Class,Delivered,CUST-1952,Michael Baker,Consumer,West,Arizona,Mesa,PRD-1076,Sofas Item 77,Furniture,Sofas,358.57,1,0.2,286.86,286.86,54.02,Debit Card,,0.188314857
ORD-102775,07-03-2023,12-03-2023,Standard Class,Delivered,CUST-4539,Richard Hill,Home Office,Central,Minnesota,Rochester,PRD-1112,Bakery Item 13,Food & Beverage,Bakery,27.15,2,0.2,43.44,86.88,4.15,Bank Transfer,,0.09553407
ORD-102776,01-04-2024,05-04-2024,Standard Class,Cancelled,CUST-1479,Mary Hill,Small Business,South,Florida,Jacksonville,PRD-1220,Haircare Item 21,Beauty,Haircare,25.24,1,0.2,20.19,20.19,3.74,PayPal,,0.185240218
ORD-102777,27-08-2022,29-08-2022,Second Class,Delivered,CUST-3497,David Jones,Consumer,South,Georgia,Savannah,PRD-1131,Outdoor Gear Item 32,Sports,Outdoor Gear,460.31,3,0,1380.93,4142.79,418.09,Cash,,0.302759734
ORD-102778,03-05-2021,07-05-2021,First Class,Delivered,CUST-4022,Jessica Rivera,Consumer,North,New York,New York City,PRD-1010,Laptops Item 11,Electronics,Laptops,314.29,2,0.05,597.15,1194.3,177.58,Gift Card,,0.297379218
ORD-102779,03-08-2021,06-08-2021,Same Day,Delivered,CUST-1010,Betty Evans,Consumer,East,Illinois,Aurora,PRD-1052,Footwear Item 53,Clothing,Footwear,247.03,1,0.1,222.33,222.33,49.72,Credit Card,,0.223631539
ORD-102780,28-09-2022,02-10-2022,Standard Class,Delivered,CUST-4501,Mary Smith,Home Office,East,Indiana,Fort Wayne,PRD-1005,Smartphones Item 6,Electronics,Smartphones,1395.38,1,0.2,1116.3,1116.3,101.28,Debit Card,,0.090728299
ORD-102781,08-10-2023,11-10-2023,Standard Class,Pending,CUST-1760,Michael Miller,Consumer,East,Indiana,Evansville,PRD-1179,Comics Item 80,Books,Comics,60.44,3,0,181.32,543.96,20.01,Bank Transfer,,0.110357379
ORD-102782,09-08-2021,13-08-2021,Same Day,Delivered,CUST-4450,George Brown,Corporate,North,Pennsylvania,Pittsburgh,PRD-1123,Fitness Equipment Item 24,Sports,Fitness Equipment,391.41,1,0.1,352.27,352.27,44.97,PayPal,,0.127657763
ORD-102783,16-01-2024,20-01-2024,Standard Class,Returned,CUST-4220,Margaret Johnson,Small Business,North,New York,Buffalo,PRD-1000,Smartphones Item 1,Electronics,Smartphones,645.57,10,0.1,5810.13,58101.3,2593.12,Cash,,0.446310151
ORD-102784,21-08-2022,24-08-2022,Standard Class,Pending,CUST-2226,Betty Jackson,Corporate,Central,Iowa,Des Moines,PRD-1060,Office Chairs Item 61,Furniture,Office Chairs,1287.36,2,0.25,1931.04,3862.08,210,PayPal,,0.108749689
ORD-102785,01-03-2021,04-03-2021,Standard Class,Delivered,CUST-1733,Daniel Green,Corporate,East,Wisconsin,Green Bay,PRD-1016,Tablets Item 17,Electronics,Tablets,917.05,1,0,917.05,917.05,373.13,PayPal,,0.406880759
ORD-102786,31-10-2024,03-11-2024,Second Class,Delivered,CUST-3999,Jessica Anderson,Corporate,North,New Jersey,Trenton,PRD-1222,Makeup Item 23,Beauty,Makeup,16.68,3,0,50.04,150.12,7.69,Credit Card,,0.153677058
ORD-102787,17-11-2023,21-11-2023,Second Class,Returned,CUST-3372,Robert Hill,Home Office,West,Nevada,Reno,PRD-1029,Cameras Item 30,Electronics,Cameras,1771.95,1,0.3,1240.37,1240.37,259.32,PayPal,,0.209066649
ORD-102788,23-12-2023,28-12-2023,First Class,Delivered,CUST-1175,Thomas Jackson,Corporate,South,Virginia,Virginia Beach,PRD-1029,Cameras Item 30,Electronics,Cameras,1205.55,2,0,2411.1,4822.2,883.08,Gift Card,,0.366256066
ORD-102789,19-09-2023,23-09-2023,Standard Class,Pending,CUST-1818,Rebecca Mitchell,Consumer,West,California,San Francisco,PRD-1229,Fragrances Item 30,Beauty,Fragrances,113.97,1,0,113.97,113.97,32.39,Gift Card,,0.284197596
ORD-102790,09-11-2024,12-11-2024,Standard Class,Delivered,CUST-2453,Jessica Brown,Consumer,Central,Iowa,Davenport,PRD-1038,Women's Apparel Item 39,Clothing,Women's Apparel,244.01,3,0,732.03,2196.09,235.65,PayPal,,0.321913036
ORD-102791,28-05-2021,01-06-2021,Standard Class,Delivered,CUST-1994,Matthew Jones,Consumer,North,New York,New York City,PRD-1146,Swimming Item 47,Sports,Swimming,193.09,3,0.15,492.38,1477.14,179.84,Bank Transfer,,0.365246354
ORD-102792,24-09-2024,27-09-2024,Standard Class,Delivered,CUST-4789,Michael Smith,Home Office,Central,Nebraska,Bellevue,PRD-1158,Non-Fiction Item 59,Books,Non-Fiction,29.51,1,0.1,26.56,26.56,3.56,PayPal,,0.134036145
ORD-102793,05-07-2022,07-07-2022,Standard Class,Delivered,CUST-1636,Stephanie Mitchell,Consumer,North,New York,Albany,PRD-1096,Beverages Item 97,Food & Beverage,Beverages,21.33,2,0,42.66,85.32,16.14,Credit Card,,0.378340366
ORD-102794,21-11-2023,28-11-2023,Second Class,Pending,CUST-1645,Thomas Williams,Corporate,East,Michigan,Lansing,PRD-1181,Cookware Item 82,Home & Kitchen,Cookware,58.15,4,0.05,220.97,883.88,76.08,PayPal,,0.344300131
ORD-102795,28-07-2024,30-07-2024,Standard Class,Delivered,CUST-1315,Robert Anderson,Corporate,South,Texas,Houston,PRD-1202,Cleaning Item 3,Home & Kitchen,Cleaning,331.98,1,0,331.98,331.98,147.79,Bank Transfer,,0.44517742
ORD-102796,18-01-2022,21-01-2022,Second Class,Pending,CUST-3977,Richard Nguyen,Corporate,North,New Jersey,Newark,PRD-1135,Team Sports Item 36,Sports,Team Sports,536.19,1,0.05,509.38,509.38,182.1,PayPal,,0.357493423
ORD-102797,25-04-2021,28-04-2021,Standard Class,Cancelled,CUST-1818,Amanda Roberts,Home Office,North,New Jersey,Trenton,PRD-1154,Fiction Item 55,Books,Fiction,62.25,6,0.3,261.45,1568.7,18.28,Bank Transfer,,0.069917766
ORD-102798,19-04-2022,22-04-2022,Standard Class,Delivered,CUST-2357,Mark Hall,Consumer,North,Massachusetts,Worcester,PRD-1080,Beds Item 81,Furniture,Beds,1433.96,1,0,1433.96,1433.96,612.35,Gift Card,,0.427034227
ORD-102799,02-08-2023,09-08-2023,Second Class,Delivered,CUST-3345,Amanda Garcia,Consumer,East,Ohio,Cincinnati,PRD-1146,Swimming Item 47,Sports,Swimming,435.14,4,0,1740.56,6962.24,412.42,Debit Card,,0.23694673
ORD-102800,10-10-2021,12-10-2021,First Class,Delivered,CUST-1812,David Carter,Consumer,East,Wisconsin,Madison,PRD-1088,Shelving Item 89,Furniture,Shelving,164.8,1,0.2,131.84,131.84,20.33,Bank Transfer,,0.154202063
ORD-102801,26-02-2023,01-03-2023,Standard Class,Delivered,CUST-1435,Sarah Thompson,Consumer,East,Indiana,Fort Wayne,PRD-1036,Women's Apparel Item 37,Clothing,Women's Apparel,79.84,8,0.2,510.98,4087.84,33.41,PayPal,,0.065384164
ORD-102802,04-05-2021,09-05-2021,Standard Class,Pending,CUST-2149,Robert Harris,Consumer,North,New York,New York City,PRD-1045,Kids' Apparel Item 46,Clothing,Kids' Apparel,82.57,1,0,82.57,82.57,14.19,Bank Transfer,,0.171854184
ORD-102803,18-10-2024,19-10-2024,Standard Class,Cancelled,CUST-4475,Betty Wright,Corporate,Central,Kansas,Topeka,PRD-1081,Beds Item 82,Furniture,Beds,113.42,3,0.05,323.25,969.75,114.42,Gift Card,,0.353967517
ORD-102804,25-08-2024,28-08-2024,Second Class,Returned,CUST-3390,Joshua Adams,Corporate,East,Illinois,Rockford,PRD-1192,Bedding Item 93,Home & Kitchen,Bedding,34.82,1,0.2,27.86,27.86,4.68,PayPal,,0.167982771
ORD-102805,15-07-2023,17-07-2023,Same Day,Delivered,CUST-2831,Margaret Jackson,Consumer,West,Arizona,Phoenix,PRD-1018,Headphones Item 19,Electronics,Headphones,1643.79,3,0,4931.37,14794.11,967.76,Bank Transfer,,0.196245668
ORD-102806,24-07-2024,26-07-2024,Standard Class,Cancelled,CUST-1186,Michael Jones,Consumer,West,California,San Diego,PRD-1071,Desks Item 72,Furniture,Desks,604.46,2,0,1208.92,2417.84,386.99,Debit Card,,0.320112166
ORD-102807,25-06-2021,30-06-2021,Standard Class,Cancelled,CUST-1951,Jessica Davis,Consumer,North,Connecticut,Hartford,PRD-1227,Makeup Item 28,Beauty,Makeup,49.57,5,0.1,223.06,1115.3,21.12,Credit Card,,0.094683045
ORD-102808,02-04-2024,05-04-2024,Standard Class,Delivered,CUST-1278,Linda Davis,Consumer,Central,Iowa,Des Moines,PRD-1114,Frozen Foods Item 15,Food & Beverage,Frozen Foods,54.98,2,0,109.96,219.92,23.81,Gift Card,,0.216533285
ORD-102809,04-04-2023,07-04-2023,Second Class,Delivered,CUST-1861,Margaret Thomas,Corporate,East,Indiana,Evansville,PRD-1143,Cycling Item 44,Sports,Cycling,354.74,1,0,354.74,354.74,65.28,Bank Transfer,,0.184022101
ORD-102810,22-02-2021,26-02-2021,Second Class,Delivered,CUST-1094,Daniel Nelson,Corporate,North,Connecticut,New Haven,PRD-1134,Team Sports Item 35,Sports,Team Sports,43.71,1,0.05,41.52,41.52,7.32,Gift Card,,0.176300578
ORD-102811,20-07-2022,23-07-2022,Second Class,Delivered,CUST-1946,Mark Phillips,Home Office,West,Nevada,Reno,PRD-1014,Tablets Item 15,Electronics,Tablets,992.78,2,0.3,1389.89,2779.78,173.5,Credit Card,,0.124830023
ORD-102812,14-04-2023,16-04-2023,First Class,Pending,CUST-1691,Jason Adams,Corporate,East,Illinois,Aurora,PRD-1147,Swimming Item 48,Sports,Swimming,271.32,2,0,542.64,1085.28,184.01,Cash,,0.33910143
ORD-102813,12-05-2022,16-05-2022,First Class,Pending,CUST-3621,Michael Campbell,Home Office,Central,Missouri,St. Louis,PRD-1200,Cleaning Item 1,Home & Kitchen,Cleaning,343.44,1,0,343.44,343.44,70.06,Bank Transfer,,0.203994875
ORD-102814,22-12-2022,25-12-2022,Standard Class,Delivered,CUST-2794,Rebecca Nelson,Corporate,North,Connecticut,New Haven,PRD-1021,Headphones Item 22,Electronics,Headphones,1173.39,4,0.1,4224.2,16896.8,921.36,Debit Card,,0.218114673
ORD-102815,26-05-2021,29-05-2021,Standard Class,Delivered,CUST-1425,Thomas Miller,Consumer,South,Georgia,Augusta,PRD-1065,Office Chairs Item 66,Furniture,Office Chairs,340.48,3,0,1021.44,3064.32,250.95,Debit Card,,0.245682566
ORD-102816,20-01-2023,23-01-2023,First Class,Pending,CUST-3644,William King,Home Office,North,Connecticut,Hartford,PRD-1146,Swimming Item 47,Sports,Swimming,267.18,1,0.1,240.46,240.46,46.64,Debit Card,,0.193961574
ORD-102817,07-07-2022,10-07-2022,Standard Class,Delivered,CUST-2260,Barbara Rivera,Corporate,South,Texas,Dallas,PRD-1062,Office Chairs Item 63,Furniture,Office Chairs,183.44,2,0.25,275.16,550.32,31.66,Cash,,0.115060329
ORD-102818,17-11-2021,21-11-2021,Second Class,Delivered,CUST-4907,Michael Moore,Corporate,West,California,Sacramento,PRD-1219,Haircare Item 20,Beauty,Haircare,29.68,1,0.1,26.71,26.71,11.93,Credit Card,,0.446649195
ORD-102819,10-03-2023,14-03-2023,First Class,Cancelled,CUST-3548,Richard Thomas,Consumer,North,Connecticut,New Haven,PRD-1153,Fiction Item 54,Books,Fiction,72.02,2,0.1,129.64,259.28,42.65,PayPal,,0.328987967
ORD-102820,04-06-2022,07-06-2022,Standard Class,Delivered,CUST-2438,David White,Consumer,Central,Nebraska,Omaha,PRD-1030,Men's Apparel Item 31,Clothing,Men's Apparel,200.74,3,0,602.22,1806.66,175.13,Cash,,0.290807346
ORD-102821,02-09-2022,04-09-2022,Standard Class,Delivered,CUST-4233,Anthony Taylor,Consumer,South,Texas,Austin,PRD-1050,Footwear Item 51,Clothing,Footwear,39.91,2,0.1,71.84,143.68,10.5,Gift Card,,0.146158129
ORD-102822,08-12-2023,11-12-2023,Same Day,Returned,CUST-1959,Jennifer Moore,Corporate,South,Georgia,Atlanta,PRD-1063,Office Chairs Item 64,Furniture,Office Chairs,1254.07,5,0,6270.35,31351.75,2334.52,Credit Card,,0.372310956
ORD-102823,11-12-2021,13-12-2021,First Class,Pending,CUST-3299,Ashley Thompson,Corporate,Central,Nebraska,Bellevue,PRD-1111,Bakery Item 12,Food & Beverage,Bakery,56.08,1,0.15,47.67,47.67,4.4,Cash,,0.092301238
ORD-102824,06-08-2024,09-08-2024,Standard Class,Delivered,CUST-4549,Joshua Adams,Small Business,Central,Minnesota,Minneapolis,PRD-1030,Men's Apparel Item 31,Clothing,Men's Apparel,203.57,1,0,203.57,203.57,68.03,Gift Card,,0.334184801
ORD-102825,21-12-2023,24-12-2023,Second Class,Cancelled,CUST-4784,William Taylor,Consumer,West,Oregon,Portland,PRD-1136,Team Sports Item 37,Sports,Team Sports,484.1,2,0,968.2,1936.4,144.49,PayPal,,0.149235695
ORD-102826,29-03-2023,02-04-2023,Second Class,Delivered,CUST-2678,John Moore,Home Office,South,North Carolina,Charlotte,PRD-1194,Bedding Item 95,Home & Kitchen,Bedding,256.09,1,0.1,230.48,230.48,35.19,Gift Card,,0.152681361
ORD-102827,28-09-2021,30-09-2021,Second Class,Pending,CUST-4620,Lisa Nguyen,Consumer,West,Arizona,Mesa,PRD-1015,Tablets Item 16,Electronics,Tablets,1221.44,1,0,1221.44,1221.44,373.72,Cash,,0.305966728
ORD-102828,22-08-2024,29-08-2024,Standard Class,Delivered,CUST-2079,Charles Garcia,Corporate,North,New Jersey,Newark,PRD-1228,Fragrances Item 29,Beauty,Fragrances,29.21,3,0.05,83.25,249.75,33.73,PayPal,,0.405165165
ORD-102829,27-04-2023,02-05-2023,Standard Class,Cancelled,CUST-4407,William Martin,Small Business,South,Georgia,Savannah,PRD-1135,Team Sports Item 36,Sports,Team Sports,20.62,2,0.2,32.99,65.98,3.5,Credit Card,,0.106092755
ORD-102830,06-03-2021,13-03-2021,Standard Class,Returned,CUST-2311,Margaret Martin,Consumer,South,North Carolina,Raleigh,PRD-1030,Men's Apparel Item 31,Clothing,Men's Apparel,205.41,2,0,410.82,821.64,85.71,Bank Transfer,,0.208631517
ORD-102831,01-01-2022,06-01-2022,Same Day,Returned,CUST-3382,Robert Hill,Corporate,South,Florida,Orlando,PRD-1073,Sofas Item 74,Furniture,Sofas,855.72,1,0.05,812.93,812.93,302.85,Cash,,0.372541301
ORD-102832,27-06-2021,30-06-2021,Standard Class,Delivered,CUST-2533,Jason Anderson,Consumer,East,Indiana,Evansville,PRD-1111,Bakery Item 12,Food & Beverage,Bakery,2.82,2,0,5.64,11.28,2.53,PayPal,,0.44858156
ORD-102833,03-02-2022,06-02-2022,Standard Class,Delivered,CUST-1893,Margaret Davis,Consumer,Central,Kansas,Overland Park,PRD-1207,Storage Item 8,Home & Kitchen,Storage,159.19,2,0.05,302.46,604.92,26.67,Gift Card,,0.088176949
ORD-102834,04-05-2022,06-05-2022,Standard Class,Delivered,CUST-1202,Susan Taylor,Consumer,East,Ohio,Cincinnati,PRD-1113,Bakery Item 14,Food & Beverage,Bakery,49.22,1,0.2,39.38,39.38,6.08,Gift Card,,0.154393093
ORD-102835,16-07-2023,21-07-2023,Second Class,Cancelled,CUST-2084,Barbara Davis,Consumer,West,Oregon,Salem,PRD-1082,Beds Item 83,Furniture,Beds,403.29,1,0,403.29,403.29,93.09,Bank Transfer,,0.230826452
ORD-102836,25-07-2022,30-07-2022,Standard Class,Returned,CUST-2342,Thomas Anderson,Consumer,West,Washington,Tacoma,PRD-1099,Beverages Item 100,Food & Beverage,Beverages,44.4,5,0.05,210.9,1054.5,27.9,PayPal,,0.132290185
ORD-102837,23-12-2021,28-12-2021,Second Class,Pending,CUST-3109,Jennifer Evans,Home Office,Central,Minnesota,Minneapolis,PRD-1185,Cookware Item 86,Home & Kitchen,Cookware,205.46,2,0.05,390.37,780.74,139.73,Gift Card,,0.357942465
ORD-102838,08-05-2021,11-05-2021,Standard Class,Delivered,CUST-3559,Jessica Harris,Consumer,South,North Carolina,Charlotte,PRD-1134,Team Sports Item 35,Sports,Team Sports,500,1,0,500,500,87.91,Cash,,0.17582
ORD-102839,13-11-2024,17-11-2024,First Class,Delivered,CUST-3892,Emily Thomas,Consumer,South,Texas,Austin,PRD-1157,Non-Fiction Item 58,Books,Non-Fiction,29.01,4,0,116.04,464.16,46.43,Debit Card,,0.400120648
ORD-102840,06-03-2024,13-03-2024,First Class,Delivered,CUST-2812,Thomas Torres,Consumer,West,Oregon,Eugene,PRD-1048,Footwear Item 49,Clothing,Footwear,141.2,1,0.25,105.9,105.9,20.56,PayPal,,0.19414542
ORD-102841,13-02-2022,17-02-2022,Standard Class,Delivered,CUST-2745,James Wright,Home Office,East,Michigan,Lansing,PRD-1203,Cleaning Item 4,Home & Kitchen,Cleaning,128.88,8,0,1031.04,8248.32,341.97,Gift Card,,0.331674814
ORD-102842,10-09-2024,11-09-2024,Second Class,Cancelled,CUST-1635,Richard Roberts,Consumer,North,Massachusetts,Worcester,PRD-1194,Bedding Item 95,Home & Kitchen,Bedding,345.54,4,0.25,1036.62,4146.48,124.43,Bank Transfer,,0.120034342
ORD-102843,28-11-2022,05-12-2022,Standard Class,Returned,CUST-4226,Robert Nguyen,Consumer,West,Oregon,Salem,PRD-1057,Accessories Item 58,Clothing,Accessories,249.57,2,0.05,474.18,948.36,48.71,Debit Card,,0.102724704
ORD-102844,17-07-2022,24-07-2022,Standard Class,Delivered,CUST-3343,Stephanie Scott,Corporate,East,Michigan,Grand Rapids,PRD-1013,Tablets Item 14,Electronics,Tablets,1602.9,1,0,1602.9,1602.9,488.29,Cash,,0.30462911
ORD-102845,03-09-2021,06-09-2021,Standard Class,Pending,CUST-2922,Karen Moore,Consumer,South,Texas,Dallas,PRD-1131,Outdoor Gear Item 32,Sports,Outdoor Gear,78.01,3,0.1,210.63,631.89,54.23,Gift Card,,0.257465698
ORD-102846,29-10-2024,02-11-2024,Standard Class,Pending,CUST-4755,Joseph Thompson,Consumer,North,Connecticut,Hartford,PRD-1035,Men's Apparel Item 36,Clothing,Men's Apparel,52.4,6,0.05,298.68,1792.08,104.43,PayPal,,0.349638409
ORD-102847,26-02-2022,01-03-2022,Standard Class,Returned,CUST-2941,Michael Johnson,Consumer,South,Georgia,Atlanta,PRD-1107,Dairy Item 8,Food & Beverage,Dairy,26.74,1,0.1,24.07,24.07,4.55,Debit Card,,0.18903199
ORD-102848,09-06-2021,13-06-2021,Second Class,Delivered,CUST-4947,Robert Nguyen,Consumer,South,Georgia,Savannah,PRD-1215,Skincare Item 16,Beauty,Skincare,56.99,1,0.3,39.89,39.89,3.39,Bank Transfer,,0.084983705
ORD-102849,25-10-2022,28-10-2022,Second Class,Delivered,CUST-2985,Anthony Mitchell,Corporate,South,Florida,Miami,PRD-1205,Storage Item 6,Home & Kitchen,Storage,232.15,3,0.25,522.34,1567.02,45.51,Gift Card,,0.087127159
ORD-102850,16-11-2023,23-11-2023,Second Class,Delivered,CUST-2419,Ashley Davis,Corporate,West,Arizona,Mesa,PRD-1059,Accessories Item 60,Clothing,Accessories,164.66,8,0.05,1251.42,10011.36,181.6,PayPal,,0.145115149
ORD-102851,07-08-2021,14-08-2021,First Class,Delivered,CUST-2319,Sarah Flores,Consumer,South,Florida,Jacksonville,PRD-1039,Women's Apparel Item 40,Clothing,Women's Apparel,121.83,1,0,121.83,121.83,29.18,Cash,,0.239514077
ORD-102852,13-07-2022,16-07-2022,Same Day,Delivered,CUST-2854,Mary Baker,Home Office,South,North Carolina,Raleigh,PRD-1039,Women's Apparel Item 40,Clothing,Women's Apparel,178.19,2,0.05,338.56,677.12,121.4,PayPal,,0.358577505
ORD-102853,23-12-2021,25-12-2021,Standard Class,Cancelled,CUST-4233,Joshua Phillips,Consumer,North,Connecticut,New Haven,PRD-1220,Haircare Item 21,Beauty,Haircare,66.8,10,0.2,534.4,5344,48.35,Gift Card,,0.090475299
ORD-102854,05-02-2022,07-02-2022,Second Class,Delivered,CUST-4096,Michael Nguyen,Home Office,Central,Iowa,Cedar Rapids,PRD-1195,Bedding Item 96,Home & Kitchen,Bedding,386.18,1,0.15,328.25,328.25,40.47,Debit Card,,0.123290175
ORD-102855,21-05-2022,26-05-2022,Standard Class,Returned,CUST-2855,Nancy King,Home Office,East,Illinois,Chicago,PRD-1182,Cookware Item 83,Home & Kitchen,Cookware,285.34,2,0.15,485.08,970.16,205.82,Credit Card,,0.424301146
ORD-102856,15-09-2021,20-09-2021,Standard Class,Delivered,CUST-2952,Nancy Young,Consumer,West,Arizona,Mesa,PRD-1026,Cameras Item 27,Electronics,Cameras,205.77,1,0.25,154.33,154.33,27.66,Gift Card,,0.179226333
ORD-102857,17-04-2023,21-04-2023,Standard Class,Delivered,CUST-1230,Jessica Rivera,Consumer,East,Michigan,Lansing,PRD-1066,Desks Item 67,Furniture,Desks,1415.58,1,0.1,1274.02,1274.02,303.44,Gift Card,,0.238175225
ORD-102858,20-02-2022,27-02-2022,Standard Class,Pending,CUST-3194,Betty Evans,Corporate,Central,Iowa,Cedar Rapids,PRD-1190,Appliances Item 91,Home & Kitchen,Appliances,151.17,6,0.15,770.97,4625.82,249.24,Debit Card,,0.323281062
ORD-102859,18-08-2024,22-08-2024,First Class,Pending,CUST-2104,Joseph Hall,Corporate,South,North Carolina,Raleigh,PRD-1087,Shelving Item 88,Furniture,Shelving,217.67,2,0,435.34,870.68,164.92,PayPal,,0.37883034
ORD-102860,03-12-2022,07-12-2022,Second Class,Pending,CUST-2363,Daniel Jackson,Corporate,East,Ohio,Cleveland,PRD-1179,Comics Item 80,Books,Comics,14.63,1,0.05,13.9,13.9,5.13,Credit Card,,0.369064748
ORD-102861,04-08-2023,08-08-2023,Standard Class,Delivered,CUST-3132,Nancy King,Corporate,East,Ohio,Cleveland,PRD-1116,Frozen Foods Item 17,Food & Beverage,Frozen Foods,54.92,1,0.2,43.94,43.94,7.49,PayPal,,0.170459718
ORD-102862,31-12-2022,03-01-2023,Second Class,Pending,CUST-3958,John Gomez,Consumer,West,Washington,Spokane,PRD-1086,Shelving Item 87,Furniture,Shelving,782.37,1,0,782.37,782.37,287.81,Debit Card,,0.367869422
